User_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status
1000972,M,21,1,A,3,0
1000973,F,51,1,C,1,1
1000974,M,51,19,C,3,0
1000975,M,61,0,B,2,1
1000976,M,22,14,C,4+,1
1000977,M,34,2,C,0,0
1000978,M,61,0,C,1,0
1000979,M,26,10,A,1,0
1000980,M,46,6,C,2,1
1000981,M,32,20,B,2,1
1000982,F,36,9,C,4+,0
1000983,F,22,16,C,2,1
1000984,M,57,16,A,2,1
1000985,M,19,4,C,0,0
1000986,F,49,0,C,1,1
1000987,F,24,17,C,0,0
1000988,M,26,11,B,4+,0
1000989,M,48,0,C,4+,1
1000990,M,32,6,C,2,0
1000991,F,35,9,A,3,1
1000992,F,39,3,B,2,0
1000993,M,25,0,C,1,0
1000995,F,21,4,C,3,0
1000996,M,35,17,A,4+,1
1000997,M,65,19,C,2,0
1000998,M,42,20,A,0,1
1000999,M,37,15,B,2,0
1001000,F,31,6,B,1,0
1001002,M,37,11,B,1,0
1001003,M,35,2,C,0,0
1001004,M,25,3,B,2,0
1001005,M,34,11,C,1,0
1001006,M,38,4,C,4+,0
1001008,M,30,3,C,1,0
1001009,M,62,7,C,1,1
1001010,M,33,0,A,1,0
1001011,M,28,8,C,4+,1
1001012,F,22,1,C,0,0
1001013,M,26,13,C,1,0
1001015,M,51,3,A,4+,1
1001016,M,45,16,C,3,0
1001017,M,47,0,B,2,0
1001018,M,58,4,A,4+,0
1001019,M,60,1,A,4+,1
1001021,M,36,0,C,3,0
1001022,M,55,3,C,2,0
1001023,M,28,13,C,2,1
1001024,F,48,1,C,1,0
1001025,M,64,16,C,3,1
1001026,F,63,0,C,1,1
1001027,M,29,4,B,1,0
1001028,F,51,7,C,0,1
1001029,M,22,0,B,0,0
1001030,M,28,7,C,2,1
1001031,M,27,16,C,2,1
1001032,M,45,16,C,0,1
1001033,M,22,5,B,1,0
1001035,M,32,2,C,1,1
1001036,M,32,7,C,1,0
1001037,M,60,7,C,1,1
1001038,F,18,15,C,2,1
1001039,F,51,1,C,3,0
1001040,M,22,11,C,1,1
1001041,M,35,2,B,2,0
1001042,M,54,5,C,3,1
1001043,F,35,11,C,4+,0
1001044,M,64,20,A,0,0
1001045,F,26,10,C,2,0
1001047,M,53,0,B,4+,0
1001048,M,45,6,C,4+,0
1001049,M,43,14,C,3,1
1001050,M,21,1,B,1,0
1001051,F,50,0,A,0,1
1001052,F,60,2,C,1,0
1001053,M,28,0,C,2,1
1001054,M,55,10,C,1,0
1001055,M,56,0,A,1,1
1001056,M,58,0,C,1,0
1001057,M,51,17,B,1,1
1001058,M,49,1,B,2,0
1001059,F,24,0,B,3,0
1001060,M,33,10,C,1,0
1001061,M,52,0,C,0,1
1001062,M,47,19,C,3,0
1001063,M,39,7,B,1,0
1001064,M,60,7,C,1,0
1001065,F,53,0,B,3,0
1001066,M,62,12,C,3,1
1001067,M,48,12,B,3,1
1001068,F,44,4,B,2,0
1001069,M,50,20,A,4+,0
1001071,M,24,16,C,0,0
1001072,F,58,7,C,2,0
1001073,F,59,6,C,4+,0
1001074,M,40,17,A,4+,1
1001075,F,24,6,A,1,1
1001076,F,30,3,C,1,1
1001077,M,65,3,A,1,0
1001078,F,61,9,C,1,1
1001079,M,53,7,A,0,0
1001081,M,51,4,C,1,1
1001083,M,65,0,B,1,1
1001084,M,58,19,C,0,0
1001086,M,50,4,A,2,0
1001087,M,30,16,B,1,0
1001088,F,34,10,A,3,0
1001089,M,29,6,C,2,1
1001090,M,31,7,C,1,1
1001091,M,44,5,C,0,0
1001092,F,26,4,C,2,0
1001093,M,33,14,C,2,1
1001094,F,59,0,C,1,0
1001096,M,57,10,C,1,0
1001097,M,62,17,A,4+,0
1001098,M,29,7,C,4+,1
1001099,M,25,17,C,4+,0
1001100,M,30,0,B,0,1
1001101,M,41,1,A,1,0
1001102,M,56,1,A,2,0
1001103,F,43,7,C,2,0
1001104,M,55,11,A,1,0
1001106,M,40,4,C,2,0
1001107,F,55,1,C,1,1
1001108,M,49,1,B,2,0
1001109,M,38,10,C,1,0
1001110,F,57,6,B,3,1
1001111,F,63,16,C,1,1
1001112,M,43,6,A,4+,0
1001113,M,49,4,B,3,0
1001114,F,62,9,A,2,0
1001116,M,61,15,B,3,0
1001117,M,38,14,B,3,0
1001118,M,20,13,C,1,1
1001119,M,50,1,B,2,1
1001120,M,50,4,A,0,1
1001121,M,38,7,C,4+,1
1001122,M,50,14,C,0,1
1001124,M,30,2,B,4+,1
1001125,F,30,4,B,2,0
1001126,M,22,16,C,0,0
1001127,M,43,0,C,1,0
1001128,M,57,1,A,2,0
1001129,M,45,17,C,2,0
1001130,M,50,7,C,1,0
1001131,M,53,13,C,4+,1
1001132,M,30,12,A,1,1
1001133,M,19,2,C,0,0
1001134,M,45,20,C,1,0
1001135,M,37,13,C,1,1
1001136,F,43,7,C,3,0
1001137,M,34,4,B,4+,0
1001138,M,46,12,C,4+,0
1001139,M,31,1,C,2,0
1001140,F,39,2,B,2,1
1001141,F,38,3,B,1,1
1001142,M,29,1,B,1,0
1001143,M,46,7,C,4+,1
1001145,M,29,3,A,2,1
1001146,F,34,16,B,2,1
1001147,M,39,20,B,3,1
1001148,M,65,17,C,1,1
1001149,M,65,12,A,1,1
1001150,F,41,20,A,1,0
1001151,M,59,15,C,2,1
1001152,M,50,4,C,2,0
1001153,M,34,10,C,0,0
1001155,M,37,12,C,0,0
1001156,F,55,2,A,4+,0
1001158,F,60,1,C,2,1
1001159,M,65,0,C,3,1
1001160,M,26,14,C,1,0
1001161,M,65,0,A,1,0
1001162,F,30,0,B,4+,0
1001163,M,58,10,C,2,0
1001164,F,31,19,A,1,1
1001165,M,39,12,B,1,1
1001166,M,48,6,C,3,1
1001168,F,44,0,A,1,1
1001169,M,25,20,B,3,0
1001170,M,54,3,A,2,1
1001172,F,28,0,A,2,1
1001173,F,36,7,A,3,0
1001174,F,29,16,C,0,0
1001175,F,40,2,A,1,0
1001176,M,49,1,C,1,1
1001177,F,38,17,C,2,1
1001178,M,32,0,C,1,1
1001179,M,48,1,B,2,1
1001180,F,57,20,C,0,1
1001181,M,18,7,A,3,1
1001182,M,24,10,B,3,0
1001183,M,40,19,B,1,0
1001184,F,26,4,C,1,1
1001185,F,61,1,C,3,0
1001186,M,22,19,A,1,1
1001187,F,50,0,A,2,0
1001188,M,64,7,C,2,0
1001189,M,35,0,C,1,0
1001190,M,64,0,C,2,0
1001191,F,62,0,B,3,1
1001193,M,42,12,C,3,1
1001194,F,49,1,B,1,1
1001195,F,21,10,C,1,0
1001196,F,54,14,C,3,0
1001198,M,56,10,C,1,0
1001199,M,54,13,C,4+,1
1001201,M,25,4,C,4+,0
1001202,M,43,12,B,0,0
1001203,F,32,1,A,3,0
1001204,M,60,7,B,4+,0
1001205,F,23,0,C,1,1
1001206,F,48,7,C,1,1
1001208,M,65,0,C,1,1
1001209,M,50,7,C,1,1
1001210,M,26,17,C,1,1
1001211,M,19,4,A,1,0
1001212,F,38,1,C,1,0
1001214,M,51,13,C,1,1
1001215,M,24,17,C,0,0
1001216,M,45,2,A,1,1
1001217,M,43,12,A,3,0
1001218,M,54,15,B,0,1
1001219,M,41,7,C,3,1
1001220,M,35,10,A,3,0
1001221,M,51,0,B,1,0
1001222,M,47,0,C,4+,0
1001223,M,43,2,C,4+,0
1001224,M,36,13,B,4+,0
1001225,M,18,7,C,1,1
1001226,M,52,20,C,2,0
1001227,M,24,1,B,2,0
1001228,M,35,1,C,4+,1
1001230,M,18,11,B,2,0
1001231,M,20,12,C,1,0
1001232,F,41,4,C,2,0
1001233,F,21,20,C,1,1
1001234,M,22,4,B,2,0
1001235,F,41,7,A,1,0
1001236,F,34,1,C,1,0
1001237,M,59,4,C,1,1
1001238,F,37,20,A,1,0
1001239,F,48,20,B,1,0
1001241,M,21,10,B,1,0
1001242,F,27,0,A,0,1
1001243,M,51,15,B,4+,1
1001244,M,26,4,A,4+,1
1001246,M,61,4,A,2,0
1001247,M,37,0,B,2,0
1001248,F,31,20,B,4+,0
1001249,M,28,2,C,2,0
1001250,M,61,0,C,1,1
1001251,M,50,7,C,0,1
1001252,M,18,13,C,3,0
1001253,F,31,20,C,1,1
1001254,F,54,1,B,2,0
1001255,M,21,17,A,4+,0
1001256,M,52,20,B,4+,0
1001257,F,47,14,C,3,1
1001258,M,62,7,C,1,0
1001259,M,25,7,C,2,1
1001260,M,43,17,B,0,0
1001261,M,48,4,C,2,0
1001262,M,53,4,A,0,1
1001263,M,30,10,B,4+,0
1001264,M,50,1,A,3,0
1001265,F,65,20,B,0,1
1001266,M,23,4,B,0,1
1001267,M,51,15,C,1,0
1001268,M,58,2,B,1,1
1001269,F,45,13,C,2,1
1001270,M,59,6,C,1,0
1001271,F,41,6,C,3,1
1001272,M,23,20,B,0,0
1001273,M,19,2,C,3,1
1001274,M,28,7,B,4+,1
1001275,M,36,17,C,1,1
1001276,M,25,17,B,2,0
1001277,F,60,0,C,1,0
1001278,M,38,4,C,3,0
1001279,M,63,1,A,2,0
1001280,M,40,10,C,1,0
1001281,M,31,19,C,1,0
1001283,F,21,1,C,3,0
1001284,M,50,16,A,1,1
1001285,M,60,4,A,0,1
1001286,M,60,17,A,1,0
1001287,F,52,7,B,3,0
1001288,F,48,19,C,1,0
1001289,M,30,6,C,0,0
1001291,F,28,0,A,3,0
1001292,M,29,7,C,3,0
1001293,M,44,5,C,1,0
1001294,F,22,20,B,4+,1
1001295,F,26,6,C,1,1
1001296,M,31,0,C,4+,0
1001297,M,61,7,A,4+,0
1001298,M,38,6,B,4+,0
1001299,M,26,14,B,1,0
1001300,M,25,10,C,3,0
1001301,F,23,2,C,1,1
1001302,M,27,4,C,2,0
1001303,M,63,19,A,4+,0
1001304,M,47,14,C,1,1
1001305,M,43,20,B,4+,1
1001306,M,45,3,B,3,0
1001307,M,20,13,C,2,1
1001311,M,59,10,C,1,0
1001312,M,33,14,B,2,1
1001313,M,62,4,B,4+,1
1001314,F,63,4,C,0,0
1001315,M,33,7,C,2,1
1001316,M,55,2,C,2,0
1001317,M,20,7,B,3,1
1001319,F,56,3,C,2,1
1001320,M,59,4,A,2,0
1001321,F,37,14,C,3,1
1001322,M,39,0,A,0,0
1001323,F,31,2,C,1,0
1001324,M,59,16,B,3,0
1001325,M,52,1,B,1,1
1001326,F,53,0,A,1,0
1001327,M,29,10,B,0,0
1001328,M,62,14,A,1,0
1001329,M,28,14,B,3,0
1001331,M,57,0,C,4+,1
1001332,M,64,7,C,3,0
1001333,M,21,17,A,4+,0
1001334,M,38,7,C,0,1
1001335,M,44,0,C,1,0
1001336,F,57,20,B,4+,1
1001337,M,32,17,C,1,1
1001338,M,47,0,A,3,1
1001339,M,55,18,C,2,0
1001340,M,64,7,A,2,0
1001341,M,64,7,C,3,0
1001342,M,40,0,C,4+,0
1001343,M,61,14,B,3,0
1001344,F,50,9,C,4+,0
1001345,F,55,2,C,1,1
1001346,M,51,20,C,1,0
1001347,F,42,1,C,0,0
1001348,F,49,10,A,3,0
1001349,M,57,7,B,3,1
1001350,F,21,0,C,1,0
1001351,F,18,17,C,4+,1
1001352,M,24,20,B,2,0
1001353,M,20,10,C,0,0
1001354,F,62,2,B,3,0
1001355,F,59,20,A,3,0
1001356,F,19,4,B,2,0
1001357,M,18,0,C,1,1
1001358,M,56,17,C,1,1
1001359,M,40,1,C,2,0
1001360,M,37,20,C,1,1
1001361,F,39,0,A,1,0
1001362,M,48,12,B,0,0
1001364,F,25,2,A,0,0
1001365,F,57,10,C,3,0
1001366,M,48,10,C,0,0
1001367,M,61,12,C,1,0
1001369,M,64,5,B,1,1
1001370,M,61,2,C,2,1
1001371,F,50,2,A,3,1
1001372,M,19,10,B,1,0
1001373,F,38,1,A,1,0
1001374,M,35,1,B,3,0
1001375,F,31,5,B,2,1
1001376,F,24,1,C,1,1
1001377,M,57,16,B,3,1
1001378,F,22,7,C,3,1
1001380,M,52,10,C,0,0
1001381,M,64,11,C,1,0
1001383,F,65,7,A,1,0
1001384,M,47,10,C,1,0
1001385,F,52,5,C,1,1
1001386,F,36,0,B,1,0
1001387,F,23,13,B,1,1
1001388,M,29,20,C,2,1
1001389,M,40,17,B,4+,1
1001390,M,19,16,C,3,1
1001391,M,62,15,C,0,1
1001392,M,33,3,C,1,1
1001393,M,52,4,B,3,0
1001395,M,52,2,B,1,1
1001396,F,51,12,A,4+,1
1001397,M,23,7,C,3,1
1001398,F,24,16,C,3,1
1001399,M,59,17,C,1,0
1001400,M,60,7,B,4+,0
1001401,F,39,1,C,3,0
1001402,M,62,4,C,3,0
1001403,F,32,0,C,4+,1
1001404,M,42,16,B,1,1
1001405,M,36,13,C,1,1
1001406,M,64,4,C,2,1
1001407,F,36,15,A,1,1
1001408,M,41,0,B,1,1
1001409,M,53,4,B,1,1
1001410,M,50,7,B,3,1
1001411,M,50,1,C,2,0
1001412,M,58,17,C,4+,1
1001413,M,47,3,B,1,1
1001414,M,39,4,C,4+,0
1001415,M,22,14,C,1,0
1001417,M,44,16,C,2,0
1001418,M,22,4,A,1,1
1001420,M,49,4,C,3,0
1001421,F,36,10,A,1,0
1001422,M,29,17,B,3,0
1001423,M,39,4,C,2,1
1001424,M,36,0,C,2,1
1001425,M,49,10,B,1,0
1001426,M,27,14,B,3,0
1001427,M,31,12,C,2,0
1001428,F,52,11,C,2,1
1001429,F,35,3,C,4+,0
1001430,M,37,4,B,2,1
1001432,M,23,1,C,2,1
1001433,F,65,14,C,1,0
1001434,F,27,10,A,0,0
1001436,F,63,6,B,1,1
1001437,M,60,3,C,4+,0
1001438,M,39,2,C,0,0
1001439,M,62,3,C,1,1
1001440,M,64,12,C,1,0
1001441,M,59,16,C,3,1
1001442,M,44,2,A,3,0
1001443,M,29,2,C,0,1
1001444,F,30,4,B,1,0
1001446,M,59,12,B,4+,1
1001447,M,52,4,A,0,0
1001448,F,57,3,A,1,0
1001449,M,62,20,A,1,1
1001450,M,54,4,B,2,1
1001451,M,50,20,B,0,0
1001454,M,38,4,C,2,0
1001455,F,57,0,B,1,1
1001457,M,26,1,B,1,1
1001458,M,42,0,B,2,0
1001459,F,33,0,C,0,0
1001460,F,45,4,C,3,1
1001461,F,65,0,B,2,1
1001463,M,51,16,C,4+,1
1001464,M,37,12,C,3,1
1001465,M,38,16,B,4+,1
1001466,M,31,4,C,3,1
1001467,M,54,5,C,2,0
1001468,M,22,14,B,1,0
1001469,M,61,20,C,1,0
1001470,M,62,4,A,1,1
1001472,M,53,7,C,1,0
1001473,M,53,14,B,0,0
1001474,M,36,4,A,2,1
1001475,F,60,2,B,3,0
1001476,F,38,0,B,0,0
1001478,M,59,10,C,2,0
1001479,F,40,2,B,1,0
1001480,M,24,20,C,1,0
1001481,M,24,17,C,4+,0
1001482,M,62,7,C,3,0
1001483,M,61,4,B,1,0
1001484,M,56,12,C,1,0
1001485,F,37,9,C,3,1
1001486,M,46,16,C,4+,1
1001487,M,45,7,C,2,1
1001489,F,45,2,A,2,1
1001490,M,62,7,B,4+,1
1001491,M,32,4,B,1,0
1001492,M,42,12,A,0,1
1001494,M,28,17,C,3,1
1001495,M,49,0,C,1,0
1001496,M,56,17,A,2,0
1001497,M,49,5,C,1,1
1001498,M,60,4,A,2,0
1001499,M,51,10,C,1,0
1001500,M,28,17,A,2,0
1001501,M,43,11,A,3,0
1001502,M,41,4,C,3,0
1001503,M,52,12,A,2,0
1001504,M,53,19,A,3,0
1001505,M,43,11,C,3,1
1001506,M,37,7,C,4+,1
1001507,M,32,17,C,0,0
1001509,M,28,0,B,3,0
1001510,F,57,1,A,1,0
1001511,M,47,12,C,4+,1
1001512,M,37,20,C,4+,0
1001513,F,46,16,C,4+,1
1001514,M,23,4,B,4+,1
1001515,M,47,16,C,3,1
1001516,F,46,12,B,1,0
1001517,M,52,0,B,4+,1
1001519,M,25,4,C,1,0
1001520,M,52,17,B,1,0
1001521,F,62,7,C,2,1
1001523,M,58,17,C,0,0
1001524,M,62,4,B,1,0
1001525,F,19,16,B,3,1
1001526,M,20,17,C,4+,1
1001527,M,58,10,C,1,1
1001528,M,34,15,C,1,0
1001530,M,34,4,A,1,1
1001532,M,49,14,C,3,0
1001533,M,25,1,C,0,1
1001535,F,45,20,C,3,0
1001536,F,44,3,C,3,0
1001538,M,63,3,C,2,0
1001540,M,50,0,A,4+,1
1001541,M,36,17,C,3,1
1001542,M,30,17,C,4+,0
1001543,M,28,11,C,2,0
1001544,M,52,12,B,2,0
1001545,M,41,20,A,1,0
1001546,M,41,4,A,4+,1
1001547,M,32,13,A,4+,1
1001548,M,26,1,A,3,0
1001550,M,39,4,C,1,0
1001551,M,64,11,B,1,1
1001552,M,43,20,B,1,1
1001553,F,61,15,C,0,0
1001554,F,26,12,C,3,1
1001555,F,60,0,B,0,1
1001556,M,53,4,A,3,1
1001557,F,65,4,C,1,0
1001560,F,18,3,B,2,0
1001561,F,41,4,C,2,0
1001562,M,45,20,C,1,1
1001563,F,31,10,B,0,0
1001564,M,18,1,C,1,1
1001565,M,28,17,B,1,1
1001567,M,48,12,B,1,0
1001569,F,35,13,C,1,1
1001570,M,52,17,B,1,1
1001571,M,44,20,B,1,1
1001572,F,62,3,C,3,1
1001574,M,24,6,C,1,1
1001575,F,63,7,C,4+,1
1001576,F,53,9,B,3,1
1001577,M,58,0,C,1,1
1001578,M,18,4,B,1,1
1001579,M,61,0,A,0,0
1001581,F,62,4,B,4+,1
1001582,M,38,0,C,1,0
1001583,M,55,6,B,0,0
1001584,M,57,19,B,4+,0
1001585,M,31,20,C,1,1
1001586,M,62,7,B,2,1
1001587,F,41,3,B,3,0
1001588,M,26,11,B,1,0
1001589,M,35,0,B,1,0
1001590,M,33,1,C,0,0
1001591,M,37,7,C,1,1
1001592,M,24,7,B,4+,1
1001593,M,39,16,C,1,1
1001594,F,23,20,B,1,0
1001595,M,53,1,C,3,0
1001597,M,29,12,B,1,1
1001598,M,56,13,C,0,0
1001599,M,58,0,A,1,0
1001600,M,35,7,B,1,1
1001601,M,45,12,C,2,0
1001602,F,47,7,C,2,1
1001603,F,60,0,C,4+,1
1001605,F,28,0,B,1,0
1001606,F,53,3,A,4+,0
1001607,M,44,1,A,2,1
1001608,M,44,11,B,1,1
1001609,F,18,9,B,3,0
1001610,M,25,11,B,1,1
1001611,M,22,0,B,1,0
1001612,M,21,17,C,1,0
1001613,M,40,20,A,1,0
1001614,M,41,0,B,1,1
1001616,M,56,0,C,0,1
1001617,M,44,12,C,3,0
1001618,M,42,0,C,4+,1
1001619,M,45,3,C,1,1
1001620,M,39,20,B,1,0
1001622,M,56,4,B,0,0
1001623,M,29,15,C,2,0
1001624,M,65,0,B,1,1
1001625,M,58,0,C,0,1
1001626,M,31,4,B,0,1
1001627,M,26,17,A,3,1
1001628,M,60,20,B,1,0
1001629,M,26,4,B,1,1
1001630,M,22,17,C,1,0
1001631,F,32,0,C,4+,0
1001632,M,32,16,B,1,0
1001634,F,27,0,C,4+,0
1001635,M,39,0,B,1,0
1001636,F,40,19,C,0,0
1001637,M,34,0,B,2,1
1001639,M,36,17,B,1,0
1001640,M,41,17,C,1,0
1001641,M,34,0,C,4+,0
1001642,M,57,13,C,1,0
1001643,M,27,2,C,4+,0
1001644,M,24,12,A,2,0
1001645,F,26,9,B,1,1
1001646,M,51,20,B,1,1
1001647,M,62,18,B,0,0
1001648,M,57,14,B,3,1
1001649,M,24,19,C,2,1
1001650,M,62,19,C,1,0
1001651,M,37,12,C,1,0
1001654,F,30,0,A,0,1
1001655,M,38,4,C,2,1
1001656,M,34,17,B,3,0
1001657,F,30,0,B,1,1
1001658,F,32,6,B,2,0
1001659,F,27,9,C,4+,1
1001660,F,20,2,C,2,1
1001663,M,26,4,C,2,1
1001665,M,48,17,B,2,0
1001666,M,42,14,B,3,0
1001667,M,61,16,B,4+,0
1001668,M,59,2,C,2,1
1001669,F,28,17,B,1,1
1001670,F,44,13,C,1,1
1001671,M,36,0,B,2,0
1001672,M,56,17,C,1,0
1001673,M,44,10,C,1,0
1001675,F,35,6,B,1,1
1001676,M,32,4,B,4+,0
1001677,M,53,14,C,2,0
1001678,F,62,17,C,1,0
1001679,M,58,12,B,4+,1
1001680,M,27,20,A,3,1
1001681,M,63,4,A,1,0
1001682,M,62,2,A,3,1
1001683,F,61,7,C,3,0
1001684,M,19,3,B,2,0
1001685,M,25,12,B,1,0
1001686,M,25,12,B,1,0
1001687,M,57,3,A,1,0
1001688,F,42,4,C,4+,0
1001691,F,26,17,C,2,1
1001692,M,52,20,A,4+,1
1001693,M,27,12,C,1,1
1001694,M,26,12,B,3,1
1001695,M,42,1,C,1,1
1001696,M,29,7,C,1,0
1001697,F,31,4,B,3,0
1001699,F,63,19,A,0,0
1001700,M,20,20,B,4+,0
1001701,F,44,4,B,1,0
1001702,M,50,10,C,2,0
1001703,M,46,15,C,2,0
1001704,M,23,4,C,4+,0
1001705,F,51,4,C,2,0
1001706,M,27,20,B,1,1
1001707,M,29,1,C,0,1
1001709,M,27,0,C,1,1
1001710,M,36,0,A,3,0
1001711,F,47,4,C,3,0
1001712,M,18,0,B,4+,0
1001713,M,64,0,C,3,0
1001714,M,59,17,C,0,1
1001715,M,44,16,C,2,1
1001716,M,24,0,B,0,0
1001717,F,62,6,B,1,0
1001718,M,21,4,C,2,1
1001719,M,40,16,C,2,1
1001720,M,25,4,C,1,1
1001721,M,27,19,C,3,0
1001722,M,18,0,C,4+,0
1001723,M,41,17,C,0,1
1001724,M,58,4,C,3,0
1001726,M,59,2,B,1,1
1001727,M,19,16,B,2,1
1001728,M,41,4,C,2,0
1001729,M,60,7,B,0,1
1001731,F,21,0,C,2,0
1001732,M,65,4,C,1,1
1001733,M,26,14,B,0,1
1001734,M,40,17,B,2,1
1001735,M,33,20,B,1,1
1001736,M,49,8,C,2,1
1001737,M,51,20,B,3,0
1001738,M,31,16,C,0,0
1001739,M,45,16,C,1,1
1001740,M,28,1,C,2,0
1001741,M,51,7,A,4+,1
1001742,M,62,15,C,4+,1
1001743,M,64,17,C,0,0
1001744,M,33,12,C,2,0
1001745,M,31,0,A,4+,1
1001746,M,19,4,C,1,1
1001747,M,42,0,C,2,1
1001748,M,44,1,A,1,1
1001749,M,31,2,B,1,1
1001750,M,48,5,B,0,0
1001751,M,53,20,C,0,0
1001752,M,51,3,B,1,0
1001753,M,31,6,B,3,0
1001754,M,38,19,C,3,0
1001755,F,28,4,B,4+,0
1001756,F,18,1,B,2,1
1001757,M,24,4,B,4+,0
1001758,F,40,0,B,1,0
1001759,M,44,16,C,0,1
1001760,F,35,3,C,1,1
1001761,M,33,0,C,2,0
1001762,M,59,14,B,2,1
1001763,M,32,7,C,2,0
1001764,M,18,0,B,1,0
1001765,M,21,4,C,1,0
1001766,F,37,0,C,0,1
1001767,M,25,20,C,1,0
1001768,M,62,16,C,1,1
1001769,M,32,17,C,0,1
1001770,M,22,16,C,1,0
1001771,M,62,17,C,2,1
1001774,M,20,17,C,4+,0
1001775,M,29,4,C,3,1
1001776,M,61,0,B,4+,1
1001777,M,33,20,C,0,0
1001778,M,59,4,B,1,0
1001779,M,28,1,C,4+,0
1001780,M,36,1,B,0,0
1001781,F,42,0,C,2,0
1001782,M,18,0,C,1,1
1001784,M,19,20,B,1,0
1001785,M,62,4,B,2,0
1001786,M,46,1,C,4+,1
1001787,M,61,8,A,4+,0
1001788,M,24,2,A,3,1
1001789,M,40,10,C,2,0
1001790,M,46,0,C,1,0
1001791,M,63,4,C,1,1
1001792,F,30,2,C,3,0
1001793,M,28,4,B,1,0
1001794,M,30,11,B,1,0
1001795,M,50,17,C,1,0
1001796,M,41,11,C,2,1
1001797,M,60,7,C,2,0
1001798,M,24,11,C,2,1
1001799,M,55,11,B,4+,1
1001801,F,54,6,C,0,0
1001802,M,23,4,A,3,0
1001803,M,36,2,B,1,0
1001804,M,40,7,C,4+,1
1001805,M,27,4,C,0,0
1001806,M,20,4,B,1,0
1001807,M,62,17,C,3,0
1001808,F,54,4,C,4+,1
1001809,F,50,14,C,0,1
1001810,M,19,13,A,1,1
1001812,F,58,12,A,4+,1
1001813,F,34,6,C,3,0
1001815,M,54,1,C,1,0
1001816,F,31,9,C,4+,0
1001817,M,45,1,A,3,0
1001818,M,40,8,C,4+,0
1001819,F,33,12,C,1,1
1001820,M,21,20,B,1,1
1001822,F,55,0,C,1,1
1001823,F,45,1,C,1,0
1001824,F,46,4,C,2,0
1001825,M,63,7,C,4+,1
1001826,M,59,11,C,1,1
1001827,F,30,1,C,3,0
1001828,M,45,4,B,1,0
1001830,M,31,4,C,2,0
1001831,M,65,4,B,4+,0
1001832,F,45,4,C,3,0
1001833,M,37,17,B,2,0
1001834,M,29,5,C,4+,0
1001835,M,40,19,B,3,0
1001836,M,44,0,A,4+,0
1001837,M,57,2,B,1,0
1001838,M,46,7,A,3,0
1001839,M,23,4,C,1,0
1001841,M,41,0,C,2,0
1001842,M,60,4,B,1,0
1001843,M,44,12,A,2,0
1001845,M,59,2,B,3,1
1001847,M,62,4,C,2,0
1001849,M,42,7,C,1,1
1001850,M,46,5,C,0,1
1001851,M,22,19,B,4+,1
1001852,M,54,12,B,1,0
1001853,M,46,0,B,1,1
1001854,M,22,0,C,2,0
1001855,M,63,4,C,4+,0
1001856,M,33,7,C,3,1
1001858,F,19,4,B,0,0
1001859,F,46,4,C,1,1
1001860,M,39,16,C,1,0
1001861,M,50,16,A,1,1
1001862,M,62,14,C,1,1
1001863,M,38,4,B,4+,0
1001865,F,54,1,B,2,0
1001866,M,35,7,A,4+,1
1001867,M,56,7,A,2,0
1001868,M,44,11,C,0,1
1001870,M,23,13,C,1,0
1001871,F,19,1,C,1,1
1001873,M,18,7,B,2,0
1001874,M,35,7,B,3,1
1001875,M,42,12,A,2,0
1001876,M,28,12,C,1,0
1001877,F,30,20,B,2,1
1001878,M,38,10,C,2,0
1001879,M,56,4,C,1,1
1001880,M,27,0,B,3,1
1001882,M,37,16,C,4+,0
1001883,F,42,0,B,1,1
1001884,M,22,20,B,1,1
1001885,M,46,17,B,2,1
1001886,M,63,12,C,3,0
1001887,M,27,15,C,3,1
1001888,M,58,12,C,1,1
1001889,M,18,14,B,2,0
1001891,M,19,1,C,3,1
1001892,M,53,20,C,2,0
1001893,F,41,0,B,3,0
1001894,F,58,7,B,0,1
1001895,M,30,14,C,2,0
1001896,M,21,13,C,4+,1
1001897,F,18,2,A,1,1
1001899,F,32,6,A,1,1
1001901,M,35,7,C,3,1
1001902,M,38,19,C,1,0
1001903,M,47,0,B,1,0
1001904,M,18,1,B,4+,0
1001905,F,60,20,A,1,0
1001907,M,39,17,C,1,0
1001908,M,33,13,C,3,1
1001909,M,37,4,C,2,1
1001910,M,62,10,C,0,0
1001911,F,44,4,C,0,0
1001912,M,45,4,A,1,1
1001914,F,25,14,B,2,0
1001916,M,51,7,B,0,0
1001917,M,49,10,B,1,0
1001918,F,41,6,C,2,1
1001920,F,29,7,B,1,0
1001921,M,49,12,C,2,0
1001922,F,33,7,B,4+,0
1001923,M,55,7,C,2,0
1001925,M,59,7,B,1,0
1001926,F,49,0,B,1,0
1001927,M,63,7,C,1,1
1001928,M,22,10,B,1,0
1001929,F,28,10,A,0,0
1001930,M,47,15,A,4+,0
1001931,M,39,2,A,1,1
1001932,M,61,7,A,4+,0
1001933,M,19,19,B,0,0
1001934,M,20,17,B,4+,0
1001937,M,26,11,C,4+,0
1001938,F,49,2,C,1,1
1001939,F,41,2,C,3,0
1001940,M,30,12,C,2,0
1001941,M,49,17,A,1,0
1001942,M,31,5,B,1,1
1001943,M,40,4,B,0,0
1001944,F,26,4,C,1,0
1001945,M,56,20,C,3,1
1001946,M,59,14,A,1,1
1001947,M,24,7,B,4+,1
